Edit Date,Lead ID,Field / Event,Old Value,New Value
2026-09-07T08:53:14.000Z,00QP500000uPnOgMAK,Status,New,Not reached
2026-09-07T08:52:40.000Z,00QP500000uKex8MAC,Status,New,Appointment
2026-09-07T08:51:59.000Z,00QP500000uPQblMAG,Status,New,Follow-up
2026-09-07T08:51:32.000Z,00QP500000uMuXzMAK,Status,New,Not reached
2026-09-07T08:50:46.000Z,00QP500000uIezdMAC,Status,Not reached,Appointment
2026-09-07T08:49:45.000Z,00QP500000uMuJRMA0,Status,New,Appointment
2026-09-07T08:45:26.000Z,00QP500000uP2HkMAK,Status,New,Not reached
2026-09-07T08:44:56.000Z,00QP500000uQPfMMAW,Status,Not reached,Follow-up
2026-09-07T08:44:06.000Z,00QP500000uOuNPMA0,Status,New,Not reached
2026-09-07T08:42:56.000Z,00QP500000uOooDMAS,Status,New,Not reached
2026-09-07T08:41:48.000Z,00QP500000uOoGMMA0,Status,New,Mailjourney
2026-09-07T08:41:26.000Z,00QP500000uQlxYMAS,Status,New,Not reached
2026-09-07T08:40:41.000Z,00QP500000uRtJVMA0,Status,New,Not Qualified
2026-09-07T08:39:38.000Z,00QP500000uRNegMAG,Status,New,Not reached
2026-09-07T08:38:08.000Z,00QP500000uUSGLMA4,Status,New,Appointment
2026-09-07T08:37:14.000Z,00QP500000uASduMAG,Status,Not reached,Follow-up
2026-09-07T08:36:21.000Z,00QQD00000bSx1V2AS,Status,Re-entered,Not Qualified
2026-09-07T08:36:09.000Z,00QP500000uMKEMMA4,Status,New,Appointment
2026-09-07T08:34:04.000Z,00QP500000qkRH3MAM,Status,Re-entered,Follow-up
2026-09-07T08:34:04.000Z,00QP500000uQUbmMAG,Status,New,Follow-up
2026-09-07T08:33:11.000Z,00QP500000uOE6TMAW,Status,New,Not Qualified
2026-09-07T08:31:52.000Z,00QP500000uOoGLMA0,Status,New,Not reached
2026-09-07T08:30:44.000Z,00QQD00000ZGXIy2AP,Status,Mailjourney,Follow-up
2026-09-07T08:30:27.000Z,00QP500000uOhefMAC,Status,New,Follow-up
2026-09-07T08:29:59.000Z,00QP500000uNxiIMAS,Status,New,Not Qualified
2026-09-07T08:29:10.000Z,00QP500000uKwHUMA0,Status,New,Follow-up
2026-09-07T08:28:51.000Z,00QP500000uQt45MAC,Status,New,Not reached
2026-09-07T08:28:11.000Z,00QQD00000ZFZ5p2AH,Status,Re-entered,Not Qualified
2026-09-07T08:27:39.000Z,00QP500000uQYkGMAW,Status,New,Not reached
2026-09-07T08:27:15.000Z,00QP500000uRuXKMA0,Status,New,Mailjourney
2026-09-07T08:27:12.000Z,00QP500000uNmbfMAC,Status,New,Not reached
2026-09-07T08:26:38.000Z,00QP500000uRFu0MAG,Status,New,Follow-up
2026-09-07T08:26:05.000Z,00QP500000uQI1DMAW,Status,New,Mailjourney
2026-09-07T08:25:56.000Z,00QP500000uNgw6MAC,Status,New,Follow-up
2026-09-07T08:25:01.000Z,00QP500000uTZTeMAO,Status,New,Follow-up
2026-09-07T08:24:07.000Z,00QP500000uQ2cHMAS,Status,New,Not reached
2026-09-07T08:23:47.000Z,00QP500000uOuaIMAS,Status,New,Not reached
2026-09-07T08:23:17.000Z,00QP500000uTS2KMAW,Status,New,Follow-up
2026-09-07T08:22:29.000Z,00QP500000uLnbnMAC,Status,New,Not reached
2026-09-07T08:21:14.000Z,00QP500000uLg2PMAS,Status,New,Not reached
2026-09-07T08:21:12.000Z,00QP500000uRWBfMAO,Status,New,Mailjourney
2026-09-07T08:20:29.000Z,00QP500000uSwTzMAK,Status,New,Not reached
2026-09-07T08:20:17.000Z,00QP500000uRBGrMAO,Status,New,Not reached
2026-09-07T08:18:46.000Z,00QP500000uNfYYMA0,Status,New,Not reached
2026-09-07T08:18:46.000Z,00QP500000uRxoYMAS,Status,New,Not reached
2026-09-07T08:18:03.000Z,00QP500000uREhnMAG,Status,New,Appointment
2026-09-07T08:17:39.000Z,00QP500000uPGkTMAW,Status,New,Follow-up
2026-09-07T08:17:38.000Z,00QP500000uOzbbMAC,Status,New,Appointment
2026-09-07T08:17:12.000Z,00QP500000uJdohMAC,Status,New,Not reached
2026-09-07T08:17:06.000Z,00QQD00000AQ96y2AD,Status,Re-entered,Mailjourney
2026-09-07T08:16:12.000Z,00QP500000uRBCCMA4,Status,New,Not Qualified
2026-09-07T08:14:54.000Z,00QP500000uJdofMAC,Status,New,Not reached
2026-09-07T08:14:45.000Z,00QP500000uTJWtMAO,Status,New,Appointment
2026-09-07T08:14:07.000Z,00QQD00000ZGLCi2AP,Status,Re-entered,Mailjourney
2026-09-07T08:13:59.000Z,00QP500000uRaDdMAK,Status,New,Appointment
2026-09-07T08:13:57.000Z,00QP500000uLG4kMAG,Status,New,Not reached
2026-09-07T08:13:19.000Z,00QP500000uKwaiMAC,Status,Not reached,Mailjourney
2026-09-07T08:12:54.000Z,00QP500000uOBbaMAG,Status,New,Not Qualified
2026-09-07T08:12:43.000Z,00QP500000uKwaiMAC,Status,New,Not reached
2026-09-07T08:11:37.000Z,00QP500000uKwahMAC,Status,New,Brochure
2026-09-07T08:09:57.000Z,00QP500000uO4v6MAC,Status,New,Not Qualified
2026-09-07T08:08:15.000Z,00QP500000uQwUlMAK,Status,New,Not reached
2026-09-07T08:07:10.000Z,00QP500000uQvaJMAS,Status,New,Appointment
2026-09-07T08:07:07.000Z,00QP500000uQU76MAG,Status,New,Not reached
2026-09-07T08:06:52.000Z,00QP500000uNem5MAC,Status,Not reached,Follow-up
2026-09-07T08:06:28.000Z,00QP500000uOwgzMAC,Status,New,Appointment
2026-09-07T08:06:08.000Z,00QQD00000ZGpZa2AL,Status,Re-entered - Phone Number Changed,Not reached
2026-09-07T08:06:08.000Z,00QP500000uQqM8MAK,Status,New,Mailjourney
2026-09-07T08:05:34.000Z,00QP500000uKRtUMAW,Status,New,Mailjourney
2026-09-07T08:05:12.000Z,00QP500000uNk6pMAC,Status,New,Not Qualified
2026-09-07T08:05:02.000Z,00QP500000uR0eqMAC,Status,New,Follow-up
2026-09-07T08:03:33.000Z,00QP500000uQtLjMAK,Status,New,Not reached
2026-09-07T08:02:51.000Z,00QP500000uRkGDMA0,Status,New,Appointment
2026-09-07T08:02:37.000Z,00QP500000uTEgxMAG,Status,New,Not reached
2026-09-07T08:01:48.000Z,00QP500000uNTFgMAO,Status,New,Not reached
2026-09-07T08:01:36.000Z,00QP500000uNem5MAC,Status,New,Not reached
2026-09-07T08:01:33.000Z,00QP500000uKlk9MAC,Status,New,Not reached
2026-09-07T08:01:09.000Z,00QP500000uQuT2MAK,Status,New,Follow-up
2026-09-07T08:00:44.000Z,00QP500000uNQ3HMAW,Status,New,Follow-up
2026-09-07T08:00:42.000Z,00QP500000uMt0nMAC,Status,New,Follow-up
2026-09-07T08:00:36.000Z,00QP500000uKf3gMAC,Status,New,Follow-up
2026-09-07T07:58:39.000Z,00QP500000uKtbFMAS,Status,New,Lost
2026-09-07T07:58:07.000Z,00QP500000uNgSzMAK,Status,New,Not reached
2026-09-07T07:58:01.000Z,00QP500000uL7nqMAC,Status,New,Brochure
2026-09-07T07:56:51.000Z,00QP500000uQgg5MAC,Status,New,Not reached
2026-09-07T07:56:07.000Z,00QP500000uNVUJMA4,Status,New,Not Qualified
2026-09-07T07:55:47.000Z,00QP500000sbmhnMAA,Status,Re-entered,Not Qualified
2026-09-07T07:55:10.000Z,00QP500000uQZgGMAW,Status,New,Not reached
2026-09-07T07:55:05.000Z,00QP500000uQb8YMAS,Status,New,Not reached
2026-09-07T07:54:54.000Z,00QP500000uQumOMAS,Status,New,Not reached
2026-09-07T07:53:56.000Z,00QP500000uQrreMAC,Status,New,Not Qualified
2026-09-07T07:53:36.000Z,00QP500000uQdVLMA0,Status,New,Not Qualified
2026-09-07T07:52:51.000Z,00QP500000uOhEsMAK,Status,New,Brochure
2026-09-07T07:52:43.000Z,00QP500000uRS1ZMAW,Status,New,Mailjourney
2026-09-07T07:52:19.000Z,00QP500000uKudsMAC,Status,Not reached,Mailjourney
2026-09-07T07:52:13.000Z,00QP500000uRKDmMAO,Status,New,Not reached
2026-09-07T07:51:23.000Z,00QP500000uKudsMAC,Status,New,Not reached
2026-09-07T07:51:22.000Z,00QP500000uR8yzMAC,Status,New,Mailjourney
2026-09-07T07:51:12.000Z,00QP500000uQMeGMAW,Status,New,Not reached
2026-09-07T07:50:00.000Z,00QP500000uROXWMA4,Status,New,Follow-up
2026-09-07T07:48:47.000Z,00QQD00000AQEkH2AX,Status,Re-entered,Not reached
2026-09-07T07:48:42.000Z,00QP500000uKex9MAC,Status,New,Not Qualified
2026-09-07T07:48:23.000Z,00QP500000uRTorMAG,Status,New,Mailjourney
2026-09-07T07:48:09.000Z,00QP500000uObkXMAS,Status,New,Brochure
2026-09-07T07:48:07.000Z,00QP500000uKjNLMA0,Status,New,Not reached
2026-09-07T07:47:32.000Z,00QP500000uRpcXMAS,Status,New,Not reached
2026-09-07T07:46:12.000Z,00QP500000uQiA3MAK,Status,New,Mailjourney
2026-09-07T07:45:52.000Z,00QP500000uNuEGMA0,Status,New,Appointment
2026-09-07T07:45:35.000Z,00QP500000uKa8lMAC,Status,New,Appointment
2026-09-07T07:43:37.000Z,00QP500000uRvegMAC,Status,New,Appointment
2026-09-07T07:42:41.000Z,00QP500000uTXjVMAW,Status,New,Appointment
2026-09-07T07:42:24.000Z,00QP500000uOWPtMAO,Status,New,Brochure
2026-09-07T07:41:42.000Z,00QP500000uRIbjMAG,Status,New,Not reached
2026-09-07T07:40:49.000Z,00QP500000uRHsYMAW,Status,New,Not reached
2026-09-07T07:40:30.000Z,00QP500000uQHucMAG,Status,New,Mailjourney
2026-09-07T07:39:17.000Z,00QP500000uPA2LMAW,Status,Not reached,Appointment
2026-09-07T07:39:03.000Z,00QQD00000APyhl2AD,Status,Re-entered,Mailjourney
2026-09-07T07:37:42.000Z,00QP500000uKF7YMAW,Status,New,Not reached
2026-09-07T07:37:36.000Z,00QP500000uR6HEMA0,Status,New,Mailjourney
2026-09-07T07:36:59.000Z,00QP500000uKsTpMAK,Status,New,Not reached
2026-09-07T07:36:50.000Z,00QP500000uOikQMAS,Status,New,Not reached
2026-09-07T07:35:58.000Z,00QP500000uRLPtMAO,Status,New,Appointment
2026-09-07T07:35:15.000Z,00QP500000uOQnYMAW,Status,New,Not reached
2026-09-07T07:33:31.000Z,00QP500000uOEsqMAG,Status,New,Follow-up
2026-09-07T07:33:01.000Z,00QP500000uRgvsMAC,Status,New,Follow-up
2026-09-07T07:32:58.000Z,00QP500000uQGthMAG,Status,New,Mailjourney
2026-09-07T07:29:00.000Z,00QP500000uPA2LMAW,Status,New,Not reached
2026-09-07T07:28:53.000Z,00QP500000uOM42MAG,Status,New,Not Qualified
2026-09-07T07:28:27.000Z,00QQD00000cSOG22AO,Status,Re-entered,Not reached
2026-09-07T07:27:38.000Z,00QP500000uNhs4MAC,Status,New,Not reached
2026-09-07T07:27:07.000Z,00QP500000uO3hGMAS,Status,New,Not reached
2026-09-07T07:26:41.000Z,00QP500000roOewMAE,Status,Follow-up,Appointment
2026-09-07T07:26:14.000Z,00QP500000uRLw9MAG,Status,New,Follow-up
2026-09-07T07:25:08.000Z,00QP500000uNVEBMA4,Status,New,Mailjourney
2026-09-07T07:24:41.000Z,00QP500000uN248MAC,Status,New,Follow-up
2026-09-07T07:22:42.000Z,00QP500000uMVT9MAO,Status,New,Mailjourney
2026-09-07T07:22:17.000Z,00QP500000uQQl1MAG,Status,New,Not reached
2026-09-07T07:21:06.000Z,00QP500000uTEVeMAO,Status,New,Appointment
2026-09-07T07:20:39.000Z,00QP500000uOcISMA0,Status,New,Follow-up
2026-09-07T07:20:16.000Z,00QP500000uTPdvMAG,Status,New,Appointment
2026-09-07T07:19:36.000Z,00QP500000uQPfMMAW,Status,New,Not reached
2026-09-07T07:19:21.000Z,00QP500000uPbQjMAK,Status,New,Not reached
2026-09-07T07:18:01.000Z,00QP500000uOsjlMAC,Status,New,Mailjourney
2026-09-07T07:16:11.000Z,00QP500000uKo3dMAC,Status,New,Appointment
2026-09-07T07:13:15.000Z,00QP500000uSSPKMA4,Status,New,Appointment
2026-09-07T07:12:48.000Z,00QP500000uOJm3MAG,Status,Not reached,Mailjourney
2026-09-07T07:12:36.000Z,00QP500000uOJm3MAG,Status,New,Not reached
2026-09-07T07:11:36.000Z,00QP500000uNem6MAC,Status,New,Mailjourney
2026-09-07T07:10:23.000Z,00QP500000uLImUMAW,Status,New,Not Qualified
2026-09-07T07:09:50.000Z,00QQD00000VWIT02AP,Status,Mailjourney,Re-entered
2026-09-07T07:08:03.000Z,00QP500000tdU0BMAU,Status,Mailjourney,Not Qualified
2026-09-07T07:08:03.000Z,00QP500000uKXMBMA4,Status,New,Brochure
2026-09-07T07:07:57.000Z,00QP500000uKT0nMAG,Status,Follow-up,Appointment
2026-09-07T07:07:23.000Z,00QP500000uKudrMAC,Status,New,Not Qualified
2026-09-07T07:06:03.000Z,00QP500000uTgYHMA0,Status,New,Brochure
2026-09-07T06:46:11.000Z,00QP500000uTW4HMAW,Status,New,Appointment
2026-09-07T06:45:05.000Z,00QQD00000bnfBB2AY,Status,Mailjourney,Not Qualified
2026-09-07T06:35:35.000Z,00QP500000uO9EsMAK,Status,New,Not Qualified
2026-09-07T06:30:56.000Z,00QP500000uNvzrMAC,Status,New,Not Qualified
2026-09-07T06:30:18.000Z,00QP500000uNrGNMA0,Status,New,Not Qualified
2026-09-07T06:29:50.000Z,00QP500000uKrKsMAK,Status,New,Not Qualified
2026-09-07T06:20:40.000Z,00QP500000uTLqPMAW,Status,New,Not Qualified
2026-09-07T06:20:11.000Z,00QQD00000dIOrp2AG,Status,Re-entered,Not Qualified
2026-09-07T06:19:49.000Z,00QP500000uStVxMAK,Status,New,Not Qualified
2026-09-07T06:02:02.000Z,00QP500000tmsXtMAI,Status,New,Mailjourney
2026-09-07T06:02:02.000Z,00QP500000tmsXuMAI,Status,New,Mailjourney
2026-09-07T06:02:02.000Z,00QP500000tmsXwMAI,Status,New,Follow-up
2026-09-07T06:02:02.000Z,00QP500000tmsXxMAI,Status,New,Mailjourney
2026-09-07T04:42:55.000Z,00QQD00000ZFZ5p2AH,Status,Converted Old SF,Re-entered
2026-09-06T22:50:15.000Z,00QQD00000bSx1V2AS,Status,Not Qualified,Re-entered
2026-09-06T20:42:54.000Z,00QQD00000APzNV2A1,Status,Lost,Re-entered
2026-09-06T20:12:55.000Z,00QQD00000dIOrp2AG,Status,Not Qualified,Re-entered
2026-09-06T15:18:38.000Z,00QP500000uOQnZMAW,Status,New,Not Qualified
2026-09-06T15:17:53.000Z,00QQD00000bSx1V2AS,Status,Re-entered,Not Qualified
2026-09-06T13:31:04.000Z,00QQD00000AQEkH2AX,Status,Mailjourney,Re-entered
2026-09-06T12:19:04.000Z,00QQD00000V1PIf2AN,Status,Mailjourney,Re-entered
2026-09-06T09:24:50.000Z,00QQD00000APyhl2AD,Status,Mailjourney,Re-entered
2026-09-06T09:10:56.000Z,00QQD00000ZGLCi2AP,Status,Mailjourney,Re-entered
2026-09-06T08:32:09.000Z,00QP500000qkRH3MAM,Status,Mailjourney,Re-entered
2026-09-06T08:11:03.000Z,00QQD00000ZFS792AH,Status,Mailjourney,Re-entered
2026-09-06T06:02:09.000Z,00QP500000tjbS5MAI,Status,New,Follow-up
2026-09-06T06:02:09.000Z,00QQD00000ZF8YC2A1,Status,Mailjourney,Re-entered
2026-09-06T06:02:09.000Z,00QP500000tjbS2MAI,Status,New,Mailjourney
2026-09-06T06:02:09.000Z,00QP500000tjbS0MAI,Status,New,Mailjourney
2026-09-06T04:25:57.000Z,00QQD00000AQamv2AD,Status,Lost,Re-entered
2026-09-05T16:45:13.000Z,00QQD00000cSOG22AO,Status,Not Qualified,Re-entered
2026-09-05T14:32:50.000Z,00QQD00000AQ96y2AD,Status,Lost,Re-entered
2026-09-05T12:19:07.000Z,00QQD00000dNzVm2AK,Status,Lost,Re-entered
2026-09-05T09:21:07.000Z,00QQD00000APzxv2AD,Status,Mailjourney,Re-entered
2026-09-05T07:55:05.000Z,00QQD00000AQFBR2A5,Status,Mailjourney,Re-entered
2026-09-05T07:38:10.000Z,00QQD00000bSx1V2AS,Status,Not Qualified,Re-entered
2026-09-05T06:02:03.000Z,00QQD00000ZGiY82AL,Status,Mailjourney,Re-entered
2026-09-05T06:02:03.000Z,00QP500000tgMJ6MAM,Status,New,Converted Old SF
2026-09-05T06:02:03.000Z,00QP500000tgMJ7MAM,Status,New,Mailjourney
2026-09-05T06:02:03.000Z,00QQD00000ZGwtt2AD,Status,Mailjourney,Re-entered
2026-09-05T06:02:03.000Z,00QP500000tgMJ2MAM,Status,New,Mailjourney
2026-09-04T16:50:13.000Z,00QP500000sbmhnMAA,Status,Not Qualified,Re-entered
2026-09-04T16:41:07.000Z,00QQD00000ZGpZa2AL,Status,Mailjourney,Re-entered - Phone Number Changed
2026-09-04T15:18:57.000Z,00QP500000uJiAGMA0,Status,New,Appointment
2026-09-04T15:10:21.000Z,00QP500000uJiAEMA0,Status,New,Appointment
2026-09-04T14:59:38.000Z,00QP500000qiqg5MAA,Status,Re-entered,Appointment
2026-09-04T14:58:55.000Z,00QP500000uKdPzMAK,Status,New,Appointment
2026-09-04T14:52:28.000Z,00QP500000uFJjdMAG,Status,Not reached,Follow-up
2026-09-04T14:46:56.000Z,00QP500000uKF16MAG,Status,Not reached,Mailjourney
2026-09-04T14:46:10.000Z,00QP500000uKF16MAG,Status,New,Not reached
2026-09-04T14:40:18.000Z,00QQD00000btmwM2AQ,Status,Mailjourney,Re-entered
2026-09-04T14:33:52.000Z,00QP500000uJxc1MAC,Status,Not reached,Appointment
2026-09-04T14:28:25.000Z,00QP500000uBC0nMAG,Status,Not reached,Follow-up
2026-09-04T14:27:44.000Z,00QP500000uFGKMMA4,Status,Not reached,Mailjourney
2026-09-04T14:26:37.000Z,00QP500000uFJwXMAW,Status,Not reached,Lost
2026-09-04T14:25:50.000Z,00QP500000uJRCPMA4,Status,New,Not Qualified
2026-09-04T14:25:39.000Z,00QP500000uK31VMAS,Status,New,Not Qualified
2026-09-04T14:22:50.000Z,00QP500000qiqg5MAA,Status,Mailjourney,Re-entered
2026-09-04T14:22:30.000Z,00QP500000uIuWZMA0,Status,New,Not Qualified
2026-09-04T14:22:04.000Z,00QP500000uIFWkMAO,Status,Not reached,Lost
2026-09-04T14:22:02.000Z,00QQD00000ZGpZa2AL,Status,Re-entered,Mailjourney
2026-09-04T14:21:11.000Z,00QP500000uJxc1MAC,Status,New,Not reached
2026-09-04T14:18:00.000Z,00QP500000uIFWkMAO,Status,New,Not reached
2026-09-04T14:16:12.000Z,00QP500000sp4QgMAI,Status,Re-entered,Not reached
2026-09-04T14:12:19.000Z,00QP500000uHO7KMAW,Status,Not reached,Follow-up
2026-09-04T14:11:53.000Z,00QP500000uKT0nMAG,Status,Not reached,Follow-up
2026-09-04T14:10:56.000Z,00QP500000uKT0nMAG,Status,New,Not reached
2026-09-04T14:10:26.000Z,00QP500000uHhY9MAK,Status,Not reached,Follow-up
2026-09-04T14:10:09.000Z,00QP500000rsKjCMAU,Status,Mailjourney,Re-entered
2026-09-04T14:09:53.000Z,00QP500000uHXgsMAG,Status,Not reached,Follow-up
2026-09-04T14:08:50.000Z,00QQD00000a1FTS2A2,Status,Not reached,Follow-up
2026-09-04T14:08:09.000Z,00QQD00000a1FTS2A2,Status,Re-entered,Not reached
2026-09-04T14:05:49.000Z,00QP500000uHYOSMA4,Status,Not reached,Follow-up
2026-09-04T14:05:14.000Z,00QQD00000YXneH2AT,Status,Mailjourney,Re-entered
2026-09-04T14:05:09.000Z,00QP500000uKB78MAG,Status,New,Brochure
2026-09-04T14:05:00.000Z,00QP500000uJwHnMAK,Status,New,Appointment
2026-09-04T14:00:27.000Z,00QP500000uKAcTMAW,Status,New,Not Qualified
2026-09-04T13:58:33.000Z,00QP500000uJ67xMAC,Status,New,Appointment
2026-09-04T13:57:50.000Z,00QP500000uKFM1MAO,Status,New,Appointment
2026-09-04T13:49:45.000Z,00QP500000uJxIiMAK,Status,Not reached,Follow-up
2026-09-04T13:49:18.000Z,00QP500000uJxIiMAK,Status,New,Not reached
2026-09-04T13:45:59.000Z,00QP500000sp4QgMAI,Status,Follow-up,Re-entered
2026-09-04T13:44:08.000Z,00QP500000uCsFjMAK,Status,Not reached,Follow-up
2026-09-04T13:41:10.000Z,00QP500000uKJ6IMAW,Status,New,Not reached
2026-09-04T13:35:48.000Z,00QP500000uJVXjMAO,Status,New,Appointment
2026-09-04T13:33:15.000Z,00QP500000uKKLhMAO,Status,New,Not reached
2026-09-04T13:28:54.000Z,00QP500000uHs8eMAC,Status,Mailjourney,Appointment
2026-09-04T13:25:54.000Z,00QP500000uJsPVMA0,Status,New,Appointment
2026-09-04T13:13:54.000Z,00QQD00000ZGpZa2AL,Status,Mailjourney,Re-entered
2026-09-04T13:11:16.000Z,00QP500000uDUpfMAG,Status,Not reached,Follow-up
2026-09-04T13:10:16.000Z,00QP500000uJXuVMAW,Status,New,Appointment
2026-09-04T13:09:52.000Z,00QP500000u7iwvMAA,Status,Not reached,Follow-up
2026-09-04T13:08:26.000Z,00QP500000uBV8JMAW,Status,Not reached,Follow-up
2026-09-04T13:04:29.000Z,00QP500000uJhc7MAC,Status,New,Not reached
2026-09-04T13:04:09.000Z,00QP500000uEQGyMAO,Status,Not reached,Follow-up
2026-09-04T13:01:41.000Z,00QP500000tQffmMAC,Status,Follow-up,Appointment
2026-09-04T12:57:22.000Z,00QP500000uJz5zMAC,Status,Not reached,Appointment
2026-09-04T12:54:13.000Z,00QP500000twtu7MAA,Status,Follow-up,Appointment
2026-09-04T12:50:25.000Z,00QQD00000bC4tl2AC,Status,Mailjourney,Appointment
2026-09-04T12:49:53.000Z,00QP500000uJJQ6MAO,Status,New,Appointment
2026-09-04T12:48:29.000Z,00QP500000uJz5zMAC,Status,New,Not reached
2026-09-04T12:43:10.000Z,00QP500000uIqCnMAK,Status,New,Appointment
2026-09-04T12:41:11.000Z,00QP500000uIzUdMAK,Status,New,Follow-up
2026-09-04T12:39:06.000Z,00QQD00000CFmew2AD,Status,Re-entered,Lost
2026-09-04T12:37:59.000Z,00QP500000uIVecMAG,Status,New,Appointment
2026-09-04T12:35:13.000Z,00QQD00000CFmew2AD,Status,Lost,Re-entered
2026-09-04T12:30:48.000Z,00QP500000uJ6KoMAK,Status,New,Appointment
2026-09-04T12:28:55.000Z,00QP500000uJ0TvMAK,Status,Not reached,Brochure
2026-09-04T12:28:38.000Z,00QP500000uJ0TvMAK,Status,New,Not reached
2026-09-04T12:27:32.000Z,00QP500000uJ6KpMAK,Status,Not reached,Follow-up
2026-09-04T12:26:33.000Z,00QP500000uJ6KpMAK,Status,New,Not reached
2026-09-04T12:25:20.000Z,00QP500000uJ6hOMAS,Status,New,Appointment
2026-09-04T12:18:52.000Z,00QQD00000cE1zF2AS,Status,Re-entered,Not Qualified
2026-09-04T12:17:37.000Z,00QP500000uHLawMAG,Status,Not reached,Follow-up
2026-09-04T12:17:08.000Z,00QP500000uIuY9MAK,Status,New,Follow-up
2026-09-04T12:16:51.000Z,00QP500000uHLawMAG,Status,New,Not reached
2026-09-04T12:14:20.000Z,00QP500000uIEibMAG,Status,New,Brochure
2026-09-04T12:13:40.000Z,00QP500000uJM30MAG,Status,New,Mailjourney
2026-09-04T12:11:58.000Z,00QP500000uJ6hNMAS,Status,New,Not reached
2026-09-04T12:07:24.000Z,00QP500000uHQlsMAG,Status,Not reached,Mailjourney
2026-09-04T12:07:07.000Z,00QP500000uGzbzMAC,Status,Not reached,Follow-up
2026-09-04T12:06:02.000Z,00QP500000uIWxJMAW,Status,Not reached,Follow-up
2026-09-04T12:05:52.000Z,00QP500000uFKivMAG,Status,Not reached,Follow-up
2026-09-04T12:05:05.000Z,00QP500000uIWxJMAW,Status,New,Not reached
2026-09-04T11:59:14.000Z,00QP500000uBV8NMAW,Status,Not reached,Follow-up
2026-09-04T11:52:45.000Z,00QP500000uIaKxMAK,Status,New,Appointment
2026-09-04T11:52:10.000Z,00QP500000u8KvlMAE,Status,Not reached,Follow-up
2026-09-04T11:51:39.000Z,00QP500000uIsmUMAS,Status,Not reached,Appointment
2026-09-04T11:50:08.000Z,00QP500000uEaL9MAK,Status,Lost,Not Qualified
2026-09-04T11:47:29.000Z,00QP500000u7kqgMAA,Status,Not reached,Follow-up
2026-09-04T11:44:52.000Z,00QP500000uEaL9MAK,Status,Not reached,Lost
2026-09-04T11:42:00.000Z,00QP500000uD9jZMAS,Status,Not reached,Follow-up
2026-09-04T11:40:23.000Z,00QP500000uD5zJMAS,Status,Not reached,Follow-up
2026-09-04T11:39:48.000Z,00QP500000uIezdMAC,Status,New,Not reached
2026-09-04T11:39:34.000Z,00QP500000uEPj3MAG,Status,Not reached,Brochure
2026-09-04T11:39:10.000Z,00QP500000uJDSnMAO,Status,New,Appointment
2026-09-04T11:33:14.000Z,00QP500000uAS7fMAG,Status,Not reached,Follow-up
2026-09-04T11:31:51.000Z,00QP500000uAXfCMAW,Status,Not reached,Follow-up
2026-09-04T11:31:07.000Z,00QP500000u7VDKMA2,Status,Not reached,Follow-up
2026-09-04T11:28:35.000Z,00QP500000uHVQZMA4,Status,New,Not Qualified
2026-09-04T10:57:17.000Z,00QQD00000a1FTS2A2,Status,Mailjourney,Re-entered
2026-09-04T10:55:06.000Z,00QP500000uIVtCMAW,Status,New,Appointment
2026-09-04T10:43:17.000Z,00QP500000uITXyMAO,Status,New,Follow-up
2026-09-04T10:38:33.000Z,00QP500000uFBPYMA4,Status,New,Not reached
2026-09-04T10:36:49.000Z,00QP500000uIsmUMAS,Status,New,Not reached
2026-09-04T10:34:15.000Z,00QP500000uHs8eMAC,Status,New,Mailjourney
2026-09-04T10:29:48.000Z,00QP500000uIBsoMAG,Status,New,Appointment
2026-09-04T10:27:02.000Z,00QQD00000cE1zF2AS,Status,Mailjourney,Re-entered
2026-09-04T10:20:11.000Z,00QP500000uHQlsMAG,Status,New,Not reached
2026-09-04T10:17:58.000Z,00QQD00000AQeti2AD,Status,Re-entered,Appointment
2026-09-04T10:08:25.000Z,00QP500000uHYOSMA4,Status,New,Not reached
2026-09-04T10:06:02.000Z,00QP500000tiIBHMA2,Status,Follow-up,Appointment
2026-09-04T10:05:31.000Z,00QP500000uHdMTMA0,Status,New,Appointment
2026-09-04T10:03:35.000Z,00QQD00000e3GM92AM,Status,Follow-up,Mailjourney
2026-09-04T10:02:46.000Z,00QP500000uCSwOMAW,Status,Not reached,Follow-up
2026-09-04T09:58:28.000Z,00QQD00000XTMWt2AP,Status,Not reached,Follow-up
2026-09-04T09:58:08.000Z,00QP500000uICQhMAO,Status,New,Appointment
2026-09-04T09:58:00.000Z,00QP500000tXzjQMAS,Status,Follow-up,Mailjourney
2026-09-04T09:57:50.000Z,00QP500000uIYUQMA4,Status,New,Appointment
2026-09-04T09:57:02.000Z,00QP500000uHO7KMAW,Status,New,Not reached
2026-09-04T09:56:52.000Z,00QP500000u6PEoMAM,Status,Follow-up,Appointment
2026-09-04T09:56:47.000Z,00QQD00000ZadRh2AJ,Status,Not reached,Follow-up
2026-09-04T09:54:46.000Z,00QP500000uAlYXMA0,Status,Not reached,Follow-up
2026-09-04T09:49:56.000Z,00QP500000uDmoCMAS,Status,Brochure,Follow-up
2026-09-04T09:49:56.000Z,00QP500000uBs6UMAS,Status,Brochure,Follow-up
2026-09-04T09:49:56.000Z,00QQD00000AQe862AD,Status,Brochure,Follow-up
2026-09-04T09:46:53.000Z,00QP500000uI7ijMAC,Status,Not reached,Appointment
2026-09-04T09:46:39.000Z,00QP500000uIX0VMAW,Status,New,Follow-up
